"x","y",""
-113.29797143316,48.1418916828383,43
-102.104070514328,39.5674726770328,43
-80.0561919432048,41.536646043529,67
-104.432491530814,46.6742615903629,71
-97.9541832932444,46.7033028218933,82
-88.0336022594147,36.07775768261,132
-116.772449332199,35.1469568013982,135
-80.0720198674474,34.0227864483209,159
-85.6417448222314,42.7571198099484,172
-100.205671788309,34.1733105248472,261
-86.8106170039476,46.1804018496217,283
-114.190894974063,37.833690953316,291
-119.987462770909,42.5730065001901,312
-116.406599748609,35.5239716537761,325
-80.584782790751,39.1298045292171,346
-107.150794594001,36.7406229590291,357
-110.35629852654,32.5099959566804,371
-97.5647082298649,29.2058907734157,380
-96.8946137362239,46.8676320833538,424
-115.263785011673,43.6932853956253,449
-99.6021928278371,30.3594433461657,468
-100.224912054365,47.2586365212221,490
-115.178102362275,36.1796595647644,493
-118.254235877575,45.3917910097249,499
-96.6826594836083,35.7531640224555,516
-104.651838544027,37.5949217779104,562
-99.2182754080734,27.398507908363,596
-97.993322202842,43.7348779661612,624
-118.83032464842,38.2136655739686,624
-107.065539751013,48.667409906375,626
-75.0426830539637,44.2492400858013,651
-117.499032571084,41.2844520326079,680
-113.303905006709,41.7785896435381,691
-110.705596412355,38.242512831188,692
-81.3001277908551,41.1111799026854,701
-100.049509090072,48.3739924363173,708
-119.745705052098,34.5112980200565,718
-113.646653245524,33.742522939144,738
-95.5794948221649,33.6441702514932,756
-100.172789471943,31.9760626848995,796
-74.6246250581585,39.3330697655966,805
-112.806424700478,37.4562807787765,826
-79.8721881837691,41.8867143195233,826
-96.2116892524821,38.8194997175987,827
-102.697270413837,37.0915963356427,828
-72.9937185834506,43.8295660100953,837
-83.1960344186688,41.0532609437832,840
-108.860845214345,37.8879348428689,846
-101.111585996768,48.6527158065034,855
-113.968414025487,38.1859706932902,871
-84.9861835829578,31.9543285750502,907
-84.0616050125307,43.0611650108105,913
-101.72740884702,44.9963184040982,929
-87.3363925456464,38.2159515970181,936
-75.7558616875158,37.9265674815244,993
-81.5940993323941,27.9342530343641,994
-87.9489293486055,32.7109726256594,1000
-112.276770573092,38.9965527641212,1014
-83.051254861601,34.7431641855183,1035
-83.1700951996308,38.6284556808332,1046
-105.232838744587,43.2225476601518,1081
-119.321713818384,36.0240788702435,1082
-96.1682814350332,41.1741086657839,1088
-123.28588161052,41.7484016375517,1098
-100.375971014742,44.6642590262755,1103
-106.768002977047,34.28581838953,1119
-90.436229999881,38.2036802325095,1120
-118.361286399904,33.8492195742554,1140
-85.3472713381766,39.969610844307,1142
-89.3626119059774,33.5434768118631,1143
-96.5898316012075,41.1529425554574,1144
-76.195045170659,39.6928302467561,1153
-114.303642779565,32.8493155408373,1173
-101.455761724815,32.3100977708786,1187
-81.2486762462492,36.9224357073963,1196
-71.9579753530393,42.2618967767022,1205
-92.4813228794393,35.3258320995658,1207
-81.4017289603734,30.3013258263511,1210
-96.9523166246565,32.7834103950225,1217
-113.650708928162,32.9830669182706,1250
-97.3944610141657,37.4804716426927,1256
-91.2508291616443,45.285515066943,1259
-110.042469759403,32.0248555933641,1298
-91.8359804336566,38.4393183444654,1319
-98.3473045185049,46.2067455784669,1360
-78.6970237638804,41.0590907284984,1389
-108.807149649577,45.4110246150847,1420
-81.532271552409,26.1048161426064,1512
-106.819739895984,34.698041291551,1515
-119.992739215552,38.7564253567044,1531
-85.8491404696247,44.98924832452,1534
-117.726797751145,44.0383637483376,1584
-121.167340848153,48.5132827188025,1611
-72.6570610378581,41.4846299503187,1647
-109.698787542601,35.5246749777847,1672
-121.524238772243,41.3920698693967,1701
-84.4444066315486,34.5133130105073,1726
-85.4435282101223,46.1101360588474,1732
-123.772983922619,41.9228937244553,1749
-118.184050909768,43.9792632910785,1783
-115.388100063452,36.5602370611631,1799
-82.6283826910513,34.4968338482602,1834
-112.45821865073,48.6874553458181,1865
-91.6437446665965,47.1495616684247,1881
-88.1640097497429,34.4642944164326,1904
-100.996182703637,46.193186264702,1920
-86.1056074925586,42.693826843622,1947
-91.7031054945056,39.7123975287756,1979
-109.041500645178,37.3602218149265,1983
-84.2740463723856,33.8939392873455,1995
-110.654280560183,39.6466841457739,2009
-115.944541678899,37.2094969716318,2015
-89.2469384765593,45.9364996918475,2021
-115.030946261051,41.1841231572667,2045
-122.260160904906,44.671952449238,2054
-117.977818777666,34.7260431811589,2063
-89.1117990297969,43.9658416656198,2085
-85.1971937615433,34.7056456453102,2095
-97.8822095133148,29.4055884914524,2100
-96.4765312118666,35.2689502146724,2106
-85.2552231603133,30.0618905049234,2126
-115.941894515134,40.9939358051144,2135
-68.380784269753,45.4670503287484,2174
-119.831055834348,44.5710073671063,2193
-98.0281837867437,43.4114974084728,2207
-114.699823495295,41.9941228538389,2227
-108.048893578837,45.9646963117375,2229
-123.553660874084,40.3021502920475,2231
-82.6005231696661,43.2720019362235,2235
-114.259384773233,42.3552975878603,2236
-96.7338284464058,30.4504336246898,2268
-98.2459645706821,30.0747565141187,2287
-103.995284039363,44.8264424917019,2313
-115.487009133758,46.9281928456604,2317
-118.450155304187,45.1183039248073,2329
-115.090350198528,41.6779694259242,2332
-98.8253566944053,35.7864140615664,2332
-90.7375982357152,42.999008212777,2340
-90.7546851177647,41.2717723759541,2343
-85.1582604111469,31.656733371213,2389
-78.7060607161506,43.2601632467519,2408
-80.1704796369741,37.7851832378063,2414
-80.9155696348312,41.6430558101374,2415
-96.814537371353,31.4074268543353,2419
-94.348813817396,35.3333844097855,2431
-97.8199961772496,27.0007447889921,2438
-117.527759049913,39.3219559904453,2483
-99.2882454053402,45.4555080364017,2491
-90.5319810224644,40.3601791037195,2499
-92.1590056356415,37.687627287381,2511
-94.3908856947077,32.9061408914967,2513
-76.6521538028107,42.1146304621416,2546
-104.745370652301,30.1938390490166,2559
-98.0514098418194,30.2941487204328,2567
-99.3754836509453,45.9799516017497,2568
-100.737023782874,42.3317364761588,2573
-113.376962473374,36.1395457020973,2590
-117.889632846547,36.106450552458,2595
-109.292100081336,40.102576925631,2601
-87.4140590037713,34.2114597763381,2638
-75.062346722837,40.7097070972543,2657
-73.4633603927697,43.6405993878201,2661
-107.562449093773,35.2749094227848,2728
-82.3912729381865,34.657965582863,2729
-115.378842676427,37.8763956928801,2730
-108.747081843549,38.3411917711844,2754
-87.3494533753335,33.3558150522893,2779
-79.1134537324225,37.3612978947925,2817
-91.5528196198508,30.8723666946542,2832
-104.144908972246,33.7439025978612,2841
-112.159143008841,45.9295296204887,2851
-94.3879126784601,34.4054546169138,2852
-112.645427554857,48.2888975427553,2860
-92.7354786602846,46.6456788722882,2869
-103.734206360196,36.8047192745083,2873
-108.181786038382,32.0169607774181,2882
-106.729901677562,38.0185354790352,2889
-81.5523656591082,41.1319216762243,2891
-104.981536559371,32.0792147798076,2899
-85.2366863414459,43.6287957494608,2921
-77.9757691414798,35.6728207068686,2922
-119.885321664456,39.2828564380275,2932
-97.6403935677221,45.4409203197304,2948
-84.3413191821415,38.796424971814,2957
-99.5431407616359,41.7849885786577,2985
-114.872646034429,39.9994897652638,3024
-104.017954248181,35.5102661724162,3031
-117.233129345698,45.4059161002316,3043
-102.830521806518,38.8906579098045,3056
-72.3218692444279,43.3118223861595,3060
-93.3217302130612,44.4499802881183,3067
-99.0428911993294,29.395828920227,3074
-118.743859193174,36.9666709839887,3075
-105.25366349872,43.9294179465934,3106
-78.4598749291245,42.6423302944375,3111
-95.0006322708207,40.9502159429141,3131
-116.194591243186,35.8149157666085,3150
-118.538515486033,46.6950200855334,3153
-91.9042244774103,38.1476995273399,3164
-97.4917173944006,34.9940462817679,3183
-109.831542470408,32.8565329501752,3195
-85.2338296445059,40.7397796483859,3220
-96.2403789586214,36.7132558087893,3230
-111.302213272081,39.9304689349358,3245
-94.394096706381,38.7146174867,3249
-106.671017740018,46.7442444109635,3290
-74.8236156286528,41.7637209876604,3292
-120.26945338348,44.8400447378608,3366
-116.657557030431,48.0497437698242,3370
-115.593373205694,38.170750471315,3390
-99.548832889382,48.4444228652068,3418
-74.1624188907697,43.6497422163051,3481
-109.369259307263,43.773699501709,3492
-71.8319770411218,45.0413932938945,3512
-103.745721555463,33.3088145176828,3518
-97.022607332406,35.5652918828675,3520
-95.4079267029887,42.1782189229407,3530
-97.6754436469007,39.8959610443772,3557
-110.304552800416,37.2784934359926,3573
-111.761070936335,39.8652150075329,3606
-107.066422295567,45.7829403740416,3613
-111.820454923386,41.4314870820397,3618
-101.08984095875,42.8240154416366,3646
-124.032499762679,40.6992303293847,3653
-81.5493515068543,26.8301656259277,3673
-112.462874900265,37.9443637543345,3695
-90.250364983841,32.4484818131462,3709
-93.0336043611613,30.4967950928393,3714
-97.6003061536499,38.6908809332652,3724
-86.4819185237443,43.683012271728,3745
-114.248534507139,43.2340337849669,3775
-94.84119704486,33.0129773812794,3779
-117.782090867088,34.2866687442949,3793
-107.193501031802,37.6506358734769,3811
-100.66174934861,36.9833614796764,3815
-92.9027238738884,39.948823024224,3818
-114.758739801935,42.7888983172754,3841
-83.0867092121315,36.0358465604799,3843
-103.056683125378,29.2285281221641,3867
-87.7997617718561,33.2048333649596,3876
-87.4577135969814,46.1898028930447,3892
-95.5083824414852,44.5314068427312,3896
-104.271208259029,37.4810441159854,3906
-116.996634149194,47.9101611972815,3924
-97.0020868155577,43.9196248982555,3925
-68.9649568565654,44.7295732508437,3948
-79.7063200060321,42.1932794713876,3948
-104.338112630332,31.315935829517,3974
-80.5320152967108,39.5812746237023,3995
-87.8404511625116,42.6378258795527,3998
-76.0439829210128,38.987918551929,4000
-112.938046736763,39.3460317718508,4042
-86.2033489661944,38.034557335124,4050
-121.518520947918,37.508878732862,4081
-101.593379065509,32.9856605031241,4134
-70.0840462004751,45.3049114317731,4135
-116.888180156012,42.8826875960802,4146
-85.2134068525238,31.09875235666,4155
-83.6541785531153,34.8225871738721,4159
-76.1028255077406,40.7973265509863,4169
-120.980592226938,45.0068701146646,4186
-68.6836892656926,45.2709292289166,4211
-113.238294499746,34.1265234392722,4250
-99.718356814871,30.5207057001799,4289
-100.813029804363,45.8321597856589,4300
-111.797305286766,44.2102424258893,4323
-88.9212569142814,43.8502373090656,4329
-119.90768672305,44.614307151909,4355
-101.896087054348,37.3728309744454,4374
-95.2123833942666,30.8234065078169,4388
-89.5881579971971,44.2691872771966,4440
-115.756533791088,46.5402963464214,4441
-112.126813947595,37.0891653748617,4447
-98.5448802198211,46.8648601287889,4480
-115.148295982727,41.7647618866579,4528
-79.1544480584931,38.6379022630584,4533
-83.6298692140716,39.3804001180247,4536
-106.80266645295,47.8895237477678,4558
-96.44540606351,42.2013104580559,4609
-113.764046439258,35.2547268535516,4612
-79.2157837637708,36.7247170993864,4717
-74.345445978844,43.0112322162544,4796
-101.34051947163,33.8993590479518,4812
-100.820520477785,39.3346530908524,4815
-93.039736781116,34.0413064902115,4817
-116.062485737997,41.74723694545,4828
-103.699941584026,45.484635307609,4831
-85.5122846683515,30.3977749559622,4849
-86.3894858504224,33.4138640946532,4858
-92.2466319747631,47.6261949411829,4867
-98.3879953456986,42.8561449283372,4875
-104.249135636627,30.749459221938,4880
-88.7326714978862,36.2624995316442,4905
-101.116818996203,45.7084305045529,4936
-105.692193276483,45.8534473534771,4939
-104.303463654066,31.1878587549617,4939
-71.7654533255592,43.845115412394,4973
-122.016257038481,46.1335232746073,4989
-118.54473860927,36.8152669118568,5014
-97.8688948594321,45.5621453164909,5019
-91.8917834803406,38.7189379297884,5029
-75.2447964837104,41.8675768973943,5044
-111.44802983511,33.6849213188971,5044
-93.8657012951415,40.1341661637216,5066
-89.424833015459,41.2213234618089,5137
-107.179456455467,47.3650477038662,5146
-99.9784592323632,36.9846696314166,5166
-89.5100357134565,36.037545853974,5186
-115.009969032498,45.7623391716542,5188
-120.215629013606,39.7344808409021,5237
-82.5437182652147,31.5194069777823,5238
-93.9139077807791,30.4414405292758,5240
-96.3926186593204,37.8081793851528,5258
-78.1875351270534,38.379642226423,5260
-107.085529299221,47.0709522912507,5268
-97.0132763731506,41.6730760130844,5284
-88.1469282513548,37.2431585862851,5287
-115.984899981091,48.3786719262331,5295
-103.797093123832,46.7248705616635,5311
-113.41049112447,48.1711868417086,5421
-101.18135001864,37.5732629661773,5451
-92.1392387642614,37.111478767386,5460
-100.810743131103,47.7245356461261,5472
-101.502085083563,40.9436050424974,5498
-103.152317533291,48.6654180181784,5503
-110.60528212587,44.9494373975644,5507
-120.593142964188,36.9919977679685,5535
-97.1186218053327,44.9672618951798,5538
-84.9691626474042,35.7106217715661,5539
-122.889420434224,44.5492760949697,5539
-99.14262932664,26.9937880881687,5555
-101.91056973452,42.1972183295521,5565
-98.1271063900438,37.3094456893678,5571
-99.350896710987,34.6752552590646,5576
-77.0703353543163,36.0014183289757,5605
-76.053151685721,40.3157650286559,5639
-117.779313797319,48.0362992000755,5650
-89.3069130955705,37.0062377773803,5660
-94.0381131454917,38.8445552151088,5661
-77.8606334337735,36.9241988973812,5683
-88.4172353117665,43.698542453177,5704
-103.980685375523,43.5413494864734,5718
-87.8875020136793,40.8821475121794,5721
-116.614370399569,39.0604395345395,5731
-101.498231456047,31.8507242457608,5734
-116.978158094545,32.8230191109661,5738
-102.151149908299,40.1200398659176,5747
-96.6220799075329,32.8250884241531,5783
-97.778337526158,43.8496886093746,5784
-100.026900410731,35.3449762577366,5794
-84.4069109872582,43.9653752595993,5807
-91.2204587328031,30.8654866515667,5852
-97.1734072863095,47.9845704774684,5858
-102.280422600672,39.8200985788118,5887
-102.099738116863,37.9410600925058,5898
-98.2386964801091,42.0152520174835,5908
-90.7137623366607,47.8832552740953,5926
-123.705124522006,47.769511898606,5941
-116.301151986584,32.916801467557,5950
-82.5143229637922,38.4309291966972,5976
-77.2100803824387,39.9820740111197,5981
-102.235082089057,41.3176503666739,5988
-121.211359529926,46.9560441954518,6028
-84.9531265191192,36.1156504454853,6037
-108.228764122855,36.4687492069106,6091
-89.2951482111895,38.0413374658989,6102
-104.894754219935,37.1982275905287,6108
-84.2619337920869,43.1688830814818,6127
-117.138283610617,35.5159926993642,6134
-113.404087373351,46.7317159767569,6137
-108.351271325024,36.0889074228088,6152
-89.7522760285086,43.9555677801097,6154
-78.9200578198944,35.2053814034828,6195
-103.6433433531,45.5891406191672,6197
-100.195481658451,46.561637622044,6198
-100.888305916826,43.7320514067812,6202
-103.130265827957,43.3326461600069,6252
-115.271750454217,45.2112936399569,6254
-74.9796295847825,44.7614512699314,6289
-102.621527654733,48.3205108139601,6308
-115.966889754121,34.6990753191088,6319
-86.6577948340469,37.9975715176634,6328
-110.898991962393,39.0258362505706,6329
-106.431214813894,44.4704076002057,6333
-112.457717339217,39.0625960664929,6337
-118.061298328099,48.8297094923622,6343
-71.7526263427906,44.3937694066441,6358
-78.8713377383294,42.3255995696825,6360
-117.427011063183,45.2661866041227,6368
-80.3391333157498,34.6420397125499,6384
-81.7887394748574,32.4979180813071,6402
-94.646999987128,42.0253752390624,6418
-117.440137181512,48.5147582053313,6423
-89.9379315919265,39.6191290407849,6448
-107.57273349812,37.1235273234884,6455
-108.68402772994,33.5583187379532,6478
-114.699055121955,42.0555129898889,6501
-85.2829768612017,31.1693517902446,6505
-106.435795772723,44.8247846299427,6507
-117.808752906441,48.4062899235124,6541
-90.3690685822414,34.2376066818764,6547
-90.6955627686023,41.3680756426153,6554
-122.468089064882,48.7096308582227,6626
-86.9743998788422,35.3906901519325,6647
-95.7572492247611,45.3116049587133,6658
-100.658349062976,35.5405364551483,6666
-102.233180730216,38.4436892853014,6669
-87.9030196188455,41.7420300302267,6688
-120.485596634838,47.1813159733902,6698
-98.5274627729063,29.8200741393799,6703
-95.4862995485066,45.1238982921938,6705
-116.410886297685,47.1985351186074,6717
-120.038743125822,45.2125257601761,6776
-113.362461400144,42.1194853204503,6844
-78.8941181309607,42.1017814284487,6863
-100.095558392261,29.9366817825438,6866
-94.3295219836503,34.9685109794941,6894
-114.721356664085,47.1234080381276,6922
-114.418408263214,46.8628070407747,6929
-94.7556315337311,32.8738723060959,6962
-91.8347966188743,41.4687806079853,7029
-115.104847499167,45.6410192892254,7031
-119.586107524185,45.3958325107248,7036
-85.8279499353054,31.4141591896774,7044
-100.566447291166,41.1649779554043,7055
-115.774944449691,41.0495024355233,7069
-81.164368686008,34.8601350672006,7077
-102.009739758009,35.9667971894185,7084
-99.4277771142705,41.2381271105882,7169
-123.365234336115,44.0534855812257,7185
-79.7839999434489,39.999806240758,7202
-110.821957473618,44.9746879751343,7204
-78.5314603738769,43.2015526306204,7218
-94.2308537415693,45.5081311631998,7222
-109.926096668812,32.6786459263833,7254
-90.9331078462076,41.0524507683233,7257
-110.211507275784,32.6517483809376,7261
-104.244087883475,37.5854761603948,7285
-110.99348040226,31.6723477249773,7313
-86.8753064214897,36.6327610168843,7331
-122.922730288488,41.7848639562418,7342
-82.3417082662098,33.0909634094275,7344
-111.342075780678,42.7631084106724,7351
-87.6061189493109,34.0469071423136,7353
-95.099974182133,41.4638423558987,7409
-81.9650654215789,33.6161660996133,7422
-80.9150102979202,35.4211194763363,7426
-117.150170600734,39.0105542420541,7449
-119.914335397199,42.0222683836158,7494
-110.161588490457,37.8231688328162,7566
-91.6764855443761,30.8923879148111,7580
-120.708123539207,43.54178706404,7589
-80.0835695396282,40.4488333522635,7592
-79.273658674282,39.4864799032058,7611
-94.5700657338048,34.4258694047022,7632
-104.164694907963,42.6161266854178,7641
-90.3870753454086,39.53127390457,7709
-96.2778578209249,28.9521388976717,7721
-110.095605262278,33.9130036567056,7770
-96.2906894623732,47.3134423456035,7825
-81.0831791920836,39.5132827322305,7830
-89.5677171477971,33.600413482102,7843
-107.264755173281,45.8745130832401,7860
-108.181219505355,35.1980871220289,7860
-109.621214392324,44.0833292874645,7887
-93.3904447700255,42.8979892429231,7901
-111.255603894574,47.8921980804999,7918
-81.2122725857087,28.682338785829,7966
-79.5254051659584,41.7641305153108,7985
-100.595220558175,29.3772855729856,7987
-92.6058792696157,32.4584699076945,8006
-94.4213831296259,36.5268766615407,8061
-82.6197489763626,29.4994390829062,8062
-87.9895210278205,40.4320186572782,8076
-114.30262447545,48.5079523941021,8078
-119.025024669012,39.1687848187163,8090
-94.3443787947254,37.8463145552697,8152
-94.603288053225,40.6583347191597,8161
-76.5204547841954,38.1938336230481,8172
-82.8609215542795,32.3224350064298,8195
-116.625836752542,48.1222206183849,8206
-80.3551128954517,39.5515761711232,8227
-86.2984777529799,37.9129515714681,8229
-84.5331847788472,30.0579029091831,8253
-80.4001089467163,39.1126503580318,8260
-99.579800407892,48.8700798492865,8274
-78.2561960622131,41.5628170385972,8347
-122.685051505437,44.292246057321,8349
-98.3098754382873,37.2783022316955,8414
-88.0525535665076,45.7237384586779,8431
-80.8747654016828,25.9748261562783,8447
-79.759047250155,40.2864570746909,8449
-105.598080095269,46.5584171678211,8458
-114.410882455025,48.0816682078,8460
-76.3749030543458,42.9016206972477,8554
-111.293769784571,37.7071235306744,8558
