-103.402457787791,36.3548679394505,28
-103.370214071457,36.3804543140249,59
-103.366967709655,36.3786725010963,60
-103.377035187928,36.3725907634224,73
-103.376322891766,36.3493223020264,77
-103.380921686307,36.3512535824364,144
-103.364110628873,36.3551331892523,147
-103.355278787407,36.3728689523691,185
-103.385345628307,36.3638225666413,204
-103.388439105915,36.3639531264005,262
-103.362947591445,36.3437369298337,277
-103.403038298095,36.3471398149587,279
-103.392788501171,36.3556938760986,283
-103.405911114402,36.3779983090523,344
-103.373589527992,36.3582057640075,391
-103.386173309378,36.3761272404173,396
-103.375023720706,36.3425910083975,398
-103.355490607547,36.3838317787514,508
-103.378290698112,36.3510485797951,555
-103.381947902624,36.3737477080512,587
-103.360706700688,36.3849537632295,605
-103.38864973018,36.343270662965,609
-103.395625633087,36.3984497015828,696
-103.402078863305,36.3798289072623,753
-103.365117479276,36.3652383965876,754
-103.397445301215,36.3828071345843,754
-103.37128933635,36.3435426850801,755
-103.3771181807,36.3364736664125,774
-103.385867766554,36.3710199954126,813
-103.384763930267,36.381919857701,835
-103.362634463104,36.3567852354867,856
-103.404662008616,36.3591908699346,886
-103.360166801624,36.3758428738571,901
-103.377529527579,36.3957292968861,962
-103.407503922512,36.3562998198464,977
-103.370704937731,36.3872919227348,981
-103.38527891345,36.3672841353898,1122
-103.396011052359,36.3676226334337,1125
-103.358588761976,36.3812267019197,1162
-103.353431252793,36.3707943791465,1172
-103.362870647332,36.3621138406217,1191
-103.368716758604,36.3663298929741,1257
-103.403394349249,36.3546088447485,1269
-103.385201371059,36.3905856578618,1279
-103.395482254462,36.3677342636695,1291
-103.373991312447,36.366173709179,1316
-103.394760211459,36.3818804286893,1321
-103.356789978113,36.3827085048759,1323
-103.393642000638,36.3419473857924,1327
-103.395461654928,36.3430191227009,1328
-103.404932640275,36.3619471904624,1346
-103.393695400059,36.3610185444548,1372
-103.404982268699,36.3576218465695,1374
-103.392091477783,36.3685923979532,1377
-103.390244848123,36.3925705230914,1386
-103.394860633057,36.3568575069595,1405
-103.361362458195,36.3523222813129,1443
-103.378479113503,36.3566842090411,1487
-103.38958202499,36.3621710085382,1521
-103.389097325183,36.3463345387203,1566
-103.368982821863,36.3445877731002,1567
-103.368297845269,36.3617325255729,1590
-103.40958052397,36.3915719915188,1596
-103.394299916271,36.3442422686757,1609
-103.358243510792,36.3829013450032,1617
-103.35882274905,36.3872299724424,1619
-103.371183367493,36.370536301634,1663
-103.396333855092,36.3524006110539,1674
-103.368632945599,36.3586850579705,1685
-103.369531229747,36.4000263240968,1692
-103.403497406021,36.3779472183872,1694
-103.380485226971,36.3703952042011,1706
-103.402944135521,36.3786079823317,1735
